Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Current Penalty,$0,$0,$0,"$2,115",$0,"$2,115",1086622.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1086622.015
Initial Violations,,,,1,,1,1086264.015
Current Violations,,,,1,,1,1086264.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1086264.015
Current Penalty,$0,$0,$0,$0,$0,$0,1086264.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1086264.015
Initial Violations,,,,1,,1,1083571.015
Current Violations,,,,1,,1,1083571.015
Initial Penalty,$0,$0,$0,$280,$0,$280,1083571.015
Current Penalty,$0,$0,$0,$280,$0,$280,1083571.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1083571.015
Initial Violations,1,,,,,1,1079395.015
Current Violations,1,,,,,1,1079395.015
Initial Penalty,"$1,125",$0,$0,$0,$0,"$1,125",1079395.015
Current Penalty,"$1,125",$0,$0,$0,$0,"$1,125",1079395.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1079395.015
Initial Violations,,,1,,,1,1077695.015
Current Violations,,,,1,,1,1077695.015
Initial Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1077695.015
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1077695.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1077695.015
Initial Violations,,,,1,,1,1076433.015
Current Violations,,,,1,,1,1076433.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1076433.015
Current Penalty,$0,$0,$0,$0,$0,$0,1076433.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1076433.015
Initial Violations,,,,2,,2,1073362.015
Current Violations,,,,1,,1,1073362.015
Initial Penalty,$0,$0,$0,$750,$0,$750,1073362.015
Current Penalty,$0,$0,$0,$375,$0,$375,1073362.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1073362.015
Initial Violations,1,,,1,,2,1059076.015
Current Violations,,,,2,,2,1059076.015
Initial Penalty,"$7,000",$0,$0,"$1,000",$0,"$8,000",1059076.015
Current Penalty,$0,$0,$0,"$7,000",$0,"$7,000",1059076.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1059076.015
Initial Violations,1,,,,,1,1057453.015
Current Violations,1,,,,,1,1057453.015
Initial Penalty,"$1,250",$0,$0,$0,$0,"$1,250",1057453.015
Current Penalty,"$1,250",$0,$0,$0,$0,"$1,250",1057453.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1057453.015
Initial Violations,,,,1,,1,1049804.015
Current Violations,,,,1,,1,1049804.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1049804.015
Current Penalty,$0,$0,$0,$0,$0,$0,1049804.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1049804.015
Initial Violations,1,,,,,1,1047346.015
Current Violations,,,,1,,1,1047346.015
Initial Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1047346.015
Current Penalty,$0,$0,$0,"$3,750",$0,"$3,750",1047346.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1047346.015
Initial Violations,1,,,,,1,1045375.015
Current Violations,,,,1,,1,1045375.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1045375.015
Current Penalty,$0,$0,$0,"$3,500",$0,"$3,500",1045375.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1045375.015
Initial Violations,5,,,2,,7,1040560.015
Current Violations,4,,,3,,7,1040560.015
Initial Penalty,"$15,300",$0,$0,$900,$0,"$16,200",1040560.015
Current Penalty,"$8,370",$0,$0,$0,$0,"$8,370",1040560.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1040560.015
Initial Violations,1,,,3,,4,1031929.015
Current Violations,1,,,3,,4,1031929.015
Initial Penalty,"$18,000",$0,$0,$930,$0,"$18,930",1031929.015
Current Penalty,"$18,000",$0,$0,$930,$0,"$18,930",1031929.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1031929.015
Initial Violations,1,,,,,1,1026307.015
Current Violations,1,,,,,1,1026307.015
Initial Penalty,"$4,250",$0,$0,$0,$0,"$4,250",1026307.015
Current Penalty,"$2,250",$0,$0,$0,$0,"$2,250",1026307.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1026307.015
Initial Violations,1,,,1,,2,1022228.015
Current Violations,,,,1,,1,1022228.015
Initial Penalty,"$5,063",$0,$0,$560,$0,"$5,623",1022228.015
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1022228.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1022228.015
Initial Violations,,,,1,,1,317943330.0
Current Violations,,,,1,,1,317943330.0
Initial Penalty,$0,$0,$0,"$1,350",$0,"$1,350",317943330.0
Current Penalty,$0,$0,$0,"$1,350",$0,"$1,350",317943330.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317943330.0
Initial Violations,2,,,,,2,1013429.015
Current Violations,,,,2,,2,1013429.015
Initial Penalty,"$2,400",$0,$0,$0,$0,"$2,400",1013429.015
Current Penalty,$0,$0,$0,$0,$0,$0,1013429.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1013429.015
Initial Violations,,,,1,,1,1011224.015
Current Violations,,,,1,,1,1011224.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1011224.015
Current Penalty,$0,$0,$0,$0,$0,$0,1011224.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1011224.015
Initial Violations,1,,,,,1,1012577.015
Current Violations,,,,1,,1,1012577.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1012577.015
Current Penalty,$0,$0,$0,"$7,000",$0,"$7,000",1012577.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1012577.015
Initial Violations,1,,,,,1,1012605.015
Current Violations,,,,1,,1,1012605.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1012605.015
Current Penalty,$0,$0,$0,"$3,200",$0,"$3,200",1012605.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1012605.015
Initial Violations,1,,,,,1,1011042.015
Current Violations,1,,,,,1,1011042.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1011042.015
Current Penalty,"$5,600",$0,$0,$0,$0,"$5,600",1011042.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1011042.015
Initial Violations,,,,1,,1,1005410.015
Current Violations,,,,1,,1,1005410.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1005410.015
Current Penalty,$0,$0,$0,$0,$0,$0,1005410.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1005410.015
Initial Violations,1,,,1,,2,1001394.015
Current Violations,1,,,1,,2,1001394.015
Initial Penalty,"$3,000",$0,$0,$0,$0,"$3,000",1001394.015
Current Penalty,"$2,100",$0,$0,$0,$0,"$2,100",1001394.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1001394.015
Initial Violations,,,,1,,1,996999.015
Current Violations,,,,1,,1,996999.015
Initial Penalty,$0,$0,$0,$0,$0,$0,996999.015
Current Penalty,$0,$0,$0,$0,$0,$0,996999.015
FTA Penalty,$0,$0,$0,$0,$0,$0,996999.015
Initial Violations,1,,1,,,2,996174.015
Current Violations,2,,,,,2,996174.015
Initial Penalty,"$3,300",$0,"$33,000",$0,$0,"$36,300",996174.015
Current Penalty,"$14,000",$0,$0,$0,$0,"$14,000",996174.015
FTA Penalty,$0,$0,$0,$0,$0,$0,996174.015
Initial Violations,,,,1,,1,995484.015
Current Violations,,,,1,,1,995484.015
Initial Penalty,$0,$0,$0,$0,$0,$0,995484.015
Current Penalty,$0,$0,$0,$0,$0,$0,995484.015
FTA Penalty,$0,$0,$0,$0,$0,$0,995484.015
Initial Violations,1,,,,,1,990144.015
Current Violations,,,,1,,1,990144.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",990144.015
Current Penalty,$0,$0,$0,"$4,900",$0,"$4,900",990144.015
FTA Penalty,$0,$0,$0,$0,$0,$0,990144.015
Initial Violations,2,,,,,2,984462.015
Current Violations,,,,2,,2,984462.015
Initial Penalty,"$8,000",$0,$0,$0,$0,"$8,000",984462.015
Current Penalty,$0,$0,$0,"$6,000",$0,"$6,000",984462.015
FTA Penalty,$0,$0,$0,$0,$0,$0,984462.015
Initial Violations,,,,1,,1,317205078.0
Current Violations,,,,1,,1,317205078.0
Initial Penalty,$0,$0,$0,$420,$0,$420,317205078.0
Current Penalty,$0,$0,$0,$420,$0,$420,317205078.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317205078.0
Initial Violations,,,,3,,3,982473.015
Current Violations,,,,2,,2,982473.015
Initial Penalty,$0,$0,$0,$0,$0,$0,982473.015
Current Penalty,$0,$0,$0,$0,$0,$0,982473.015
FTA Penalty,$0,$0,$0,$0,$0,$0,982473.015
Initial Violations,1,,,1,,2,982470.015
Current Violations,1,,,,,1,982470.015
Initial Penalty,"$3,000",$0,$0,$0,$0,"$3,000",982470.015
Current Penalty,"$2,000",$0,$0,$0,$0,"$2,000",982470.015
FTA Penalty,$0,$0,$0,$0,$0,$0,982470.015
Initial Violations,2,,,,,2,317525467.0
Current Violations,2,,,,,2,317525467.0
Initial Penalty,"$3,000",$0,$0,$0,$0,"$3,000",317525467.0
Current Penalty,"$3,000",$0,$0,$0,$0,"$3,000",317525467.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317525467.0
Initial Violations,,,1,,,1,978119.015
Current Violations,,,1,,,1,978119.015
Initial Penalty,$0,$0,"$27,500",$0,$0,"$27,500",978119.015
Current Penalty,$0,$0,"$13,750",$0,$0,"$13,750",978119.015
FTA Penalty,$0,$0,$0,$0,$0,$0,978119.015
Initial Violations,,,,1,,1,316673888.0
Current Violations,,,,1,,1,316673888.0
Initial Penalty,$0,$0,$0,$420,$0,$420,316673888.0
Current Penalty,$0,$0,$0,$0,$0,$0,316673888.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316673888.0
Initial Violations,1,,,,,1,966978.015
Current Violations,,,,1,,1,966978.015
Initial Penalty,"$3,400",$0,$0,$0,$0,"$3,400",966978.015
Current Penalty,$0,$0,$0,"$2,380",$0,"$2,380",966978.015
FTA Penalty,$0,$0,$0,$0,$0,$0,966978.015
Initial Violations,,,1,,,1,965379.015
Current Violations,1,,,,,1,965379.015
Initial Penalty,$0,$0,"$15,000",$0,$0,"$15,000",965379.015
Current Penalty,"$7,500",$0,$0,$0,$0,"$7,500",965379.015
FTA Penalty,$0,$0,$0,$0,$0,$0,965379.015
Initial Violations,1,,,,,1,316993864.0
Current Violations,1,,,,,1,316993864.0
Initial Penalty,$280,$0,$0,$0,$0,$280,316993864.0
Current Penalty,$280,$0,$0,$0,$0,$280,316993864.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316993864.0
Initial Violations,4,,,3,,7,962378.015
Current Violations,,,,6,,6,962378.015
Initial Penalty,"$12,750",$0,$0,$850,$0,"$13,600",962378.015
Current Penalty,$0,$0,$0,"$3,400",$0,"$3,400",962378.015
FTA Penalty,$0,$0,$0,$0,$0,$0,962378.015
Initial Violations,1,,,,,1,317599496.0
Current Violations,1,,,,,1,317599496.0
Initial Penalty,"$1,575",$0,$0,$0,$0,"$1,575",317599496.0
Current Penalty,"$1,260",$0,$0,$0,$0,"$1,260",317599496.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317599496.0
Initial Violations,1,,,,,1,957918.015
Current Violations,,,,1,,1,957918.015
Initial Penalty,"$3,000",$0,$0,$0,$0,"$3,000",957918.015
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",957918.015
FTA Penalty,$0,$0,$0,$0,$0,$0,957918.015
Initial Violations,,,,2,,2,317528206.0
Current Violations,,,,2,,2,317528206.0
Initial Penalty,$0,$0,$0,$0,$0,$0,317528206.0
Current Penalty,$0,$0,$0,$0,$0,$0,317528206.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317528206.0
Initial Violations,2,,,,,2,317428811.0
Current Violations,1,,,,,1,317428811.0
Initial Penalty,"$1,800",$0,$0,$0,$0,"$1,800",317428811.0
Current Penalty,$900,$0,$0,$0,$0,$900,317428811.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317428811.0
Initial Violations,1,,,,,1,952351.015
Current Violations,1,,,,,1,952351.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",952351.015
Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",952351.015
FTA Penalty,$0,$0,$0,$0,$0,$0,952351.015
Initial Violations,2,,,,,2,313751091.0
Current Violations,,,,2,,2,313751091.0
Initial Penalty,"$2,250",$0,$0,$0,$0,"$2,250",313751091.0
Current Penalty,$0,$0,$0,$0,$0,$0,313751091.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313751091.0
Initial Violations,,,,2,,2,313751083.0
Current Violations,,,,1,,1,313751083.0
Initial Penalty,$0,$0,$0,"$1,950",$0,"$1,950",313751083.0
Current Penalty,$0,$0,$0,$0,$0,$0,313751083.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313751083.0
Initial Violations,,,,2,,2,315710384.0
Current Violations,,,,2,,2,315710384.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315710384.0
Current Penalty,$0,$0,$0,$0,$0,$0,315710384.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315710384.0
Initial Violations,1,,,1,,2,313751034.0
Current Violations,,,,1,,1,313751034.0
Initial Penalty,"$1,125",$0,$0,$0,$0,"$1,125",313751034.0
Current Penalty,$0,$0,$0,$500,$0,$500,313751034.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313751034.0
Initial Violations,2,,,,,2,941781.015
Current Violations,2,,,,,2,941781.015
Initial Penalty,"$8,250",$0,$0,$0,$0,"$8,250",941781.015
Current Penalty,"$3,150",$0,$0,$0,$0,"$3,150",941781.015
FTA Penalty,$0,$0,$0,$0,$0,$0,941781.015
Initial Violations,,,,1,,1,317170108.0
Current Violations,,,,1,,1,317170108.0
Initial Penalty,$0,$0,$0,$0,$0,$0,317170108.0
Current Penalty,$0,$0,$0,$0,$0,$0,317170108.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317170108.0
Initial Violations,3,,,,,3,316868322.0
Current Violations,,,,1,,1,316868322.0
Initial Penalty,"$6,000",$0,$0,$0,$0,"$6,000",316868322.0
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",316868322.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316868322.0
Initial Violations,1,,,,,1,317224632.0
Current Violations,1,,,,,1,317224632.0
Initial Penalty,"$5,100",$0,$0,$0,$0,"$5,100",317224632.0
Current Penalty,"$3,570",$0,$0,$0,$0,"$3,570",317224632.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317224632.0
Initial Violations,1,,,,,1,924610.015
Current Violations,1,,,,,1,924610.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",924610.015
Current Penalty,"$3,000",$0,$0,$0,$0,"$3,000",924610.015
FTA Penalty,$0,$0,$0,$0,$0,$0,924610.015
Initial Violations,,,2,,,2,317058386.0
Current Violations,1,,,,,1,317058386.0
Initial Penalty,$0,$0,"$15,000",$0,$0,"$15,000",317058386.0
Current Penalty,"$5,000",$0,$0,$0,$0,"$5,000",317058386.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317058386.0
Initial Violations,2,,,5,,7,311997944.0
Current Violations,1,,,6,,7,311997944.0
Initial Penalty,"$3,600",$0,$0,$0,$0,"$3,600",311997944.0
Current Penalty,$800,$0,$0,$0,$0,$800,311997944.0
FTA Penalty,$0,$0,$0,$0,$0,$0,311997944.0
Initial Violations,3,,,1,,4,916197.015
Current Violations,,,,3,,3,916197.015
Initial Penalty,"$10,000",$0,$0,$0,$0,"$10,000",916197.015
Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",916197.015
FTA Penalty,$0,$0,$0,$0,$0,$0,916197.015
Initial Violations,,,,1,,1,317167542.0
Current Violations,,,,1,,1,317167542.0
Initial Penalty,$0,$0,$0,"$5,000",$0,"$5,000",317167542.0
Current Penalty,$0,$0,$0,$500,$0,$500,317167542.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317167542.0
Initial Violations,3,,,,,3,913231.015
Current Violations,,,,3,,3,913231.015
Initial Penalty,"$11,000",$0,$0,$0,$0,"$11,000",913231.015
Current Penalty,$0,$0,$0,"$6,600",$0,"$6,600",913231.015
FTA Penalty,$0,$0,$0,$0,$0,$0,913231.015
Initial Violations,1,,,,,1,317004091.0
Current Violations,1,,,,,1,317004091.0
Initial Penalty,"$1,250",$0,$0,$0,$0,"$1,250",317004091.0
Current Penalty,$625,$0,$0,$0,$0,$625,317004091.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317004091.0
Initial Violations,1,,,1,,2,316774884.0
Current Violations,1,,,1,,2,316774884.0
Initial Penalty,"$4,500",$0,$0,$0,$0,"$4,500",316774884.0
Current Penalty,"$4,500",$0,$0,$0,$0,"$4,500",316774884.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316774884.0
Initial Violations,,,,1,,1,316867464.0
Current Violations,,,,1,,1,316867464.0
Initial Penalty,$0,$0,$0,"$1,000",$0,"$1,000",316867464.0
Current Penalty,$0,$0,$0,"$1,000",$0,"$1,000",316867464.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316867464.0
Initial Violations,2,,1,,,3,895559.015
Current Violations,1,,1,1,,3,895559.015
Initial Penalty,"$11,000",$0,"$33,000",$0,$0,"$44,000",895559.015
Current Penalty,"$6,600",$0,"$7,000","$4,400",$0,"$18,000",895559.015
FTA Penalty,$0,$0,$0,$0,$0,$0,895559.015
Initial Violations,8,,,,,8,892560.015
Current Violations,2,,,1,,3,892560.015
Initial Penalty,"$21,250",$0,$0,$0,$0,"$21,250",892560.015
Current Penalty,"$4,800",$0,$0,$0,$0,"$4,800",892560.015
FTA Penalty,$0,$0,$0,$0,$0,$0,892560.015
Initial Violations,1,,,,,1,891104.015
Current Violations,,,,1,,1,891104.015
Initial Penalty,"$4,400",$0,$0,$0,$0,"$4,400",891104.015
Current Penalty,$0,$0,$0,"$3,000",$0,"$3,000",891104.015
FTA Penalty,$0,$0,$0,$0,$0,$0,891104.015
Initial Violations,1,,,,,1,316972272.0
Current Violations,1,,,,,1,316972272.0
Initial Penalty,"$2,275",$0,$0,$0,$0,"$2,275",316972272.0
Current Penalty,"$1,593",$0,$0,$0,$0,"$1,593",316972272.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316972272.0
Initial Violations,,,,2,,2,315408211.0
Current Violations,,,,2,,2,315408211.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315408211.0
Current Penalty,$0,$0,$0,$0,$0,$0,315408211.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315408211.0
Initial Violations,,,,3,,3,316827617.0
Current Violations,,,,3,,3,316827617.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316827617.0
Current Penalty,$0,$0,$0,$0,$0,$0,316827617.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316827617.0
Initial Violations,,,,2,,2,316604156.0
Current Violations,,,,2,,2,316604156.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316604156.0
Current Penalty,$0,$0,$0,$0,$0,$0,316604156.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316604156.0
Initial Violations,,,,1,,1,316734193.0
Current Violations,,,,1,,1,316734193.0
Initial Penalty,$0,$0,$0,$975,$0,$975,316734193.0
Current Penalty,$0,$0,$0,$0,$0,$0,316734193.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316734193.0
Initial Violations,1,,,,,1,752121.015
Current Violations,1,,,,,1,752121.015
Initial Penalty,"$2,168",$0,$0,$0,$0,"$2,168",752121.015
Current Penalty,"$1,626",$0,$0,$0,$0,"$1,626",752121.015
FTA Penalty,$0,$0,$0,$0,$0,$0,752121.015
Initial Violations,,,,1,,1,315319731.0
Current Violations,,,,1,,1,315319731.0
Initial Penalty,$0,$0,$0,$750,$0,$750,315319731.0
Current Penalty,$0,$0,$0,$750,$0,$750,315319731.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315319731.0
Initial Violations,1,,,,,1,314223884.0
Current Violations,1,,,,,1,314223884.0
Initial Penalty,"$1,125",$0,$0,$0,$0,"$1,125",314223884.0
Current Penalty,$800,$0,$0,$0,$0,$800,314223884.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314223884.0
Initial Violations,,,,1,,1,314999137.0
Current Violations,,,,1,,1,314999137.0
Initial Penalty,$0,$0,$0,$180,$0,$180,314999137.0
Current Penalty,$0,$0,$0,$180,$0,$180,314999137.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314999137.0
Initial Violations,,,,1,,1,316586700.0
Current Violations,,,,1,,1,316586700.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316586700.0
Current Penalty,$0,$0,$0,$0,$0,$0,316586700.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316586700.0
Initial Violations,1,,,2,,3,316572700.0
Current Violations,,,,2,,2,316572700.0
Initial Penalty,"$2,500",$0,$0,$750,$0,"$3,250",316572700.0
Current Penalty,$0,$0,$0,$488,$0,$488,316572700.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316572700.0
Initial Violations,1,,1,1,,3,654839.015
Current Violations,1,,,1,,2,654839.015
Initial Penalty,"$6,600",$0,$220,$0,$0,"$6,820",654839.015
Current Penalty,"$3,300",$0,$0,$0,$0,"$3,300",654839.015
FTA Penalty,$0,$0,$0,$0,$0,$0,654839.015
Initial Violations,2,,,,,2,312075880.0
Current Violations,2,,,,,2,312075880.0
Initial Penalty,"$2,450",$0,$0,$0,$0,"$2,450",312075880.0
Current Penalty,"$2,450",$0,$0,$0,$0,"$2,450",312075880.0
FTA Penalty,$0,$0,$0,$0,$0,$0,312075880.0
Initial Violations,1,,,,,1,460213.015
Current Violations,1,,,,,1,460213.015
Initial Penalty,"$3,000",$0,$0,$0,$0,"$3,000",460213.015
Current Penalty,"$3,000",$0,$0,$0,$0,"$3,000",460213.015
FTA Penalty,$0,$0,$0,$0,$0,$0,460213.015
Initial Violations,,,,1,,1,314577446.0
Current Violations,,,,1,,1,314577446.0
Initial Penalty,$0,$0,$0,$465,$0,$465,314577446.0
Current Penalty,$0,$0,$0,$465,$0,$465,314577446.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314577446.0
Initial Violations,,,,2,,2,316250810.0
Current Violations,,,,2,,2,316250810.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316250810.0
Current Penalty,$0,$0,$0,$0,$0,$0,316250810.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316250810.0
Initial Violations,2,,,1,,3,314829417.0
Current Violations,1,,,2,,3,314829417.0
Initial Penalty,"$13,640",$0,$0,$560,$0,"$14,200",314829417.0
Current Penalty,"$3,375",$0,$0,"$1,120",$0,"$4,495",314829417.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314829417.0
Initial Violations,,,,1,,1,314330556.0
Current Violations,,,,1,,1,314330556.0
Initial Penalty,$0,$0,$0,$420,$0,$420,314330556.0
Current Penalty,$0,$0,$0,$420,$0,$420,314330556.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314330556.0
Initial Violations,1,,,,,1,330703.015
Current Violations,,,,1,,1,330703.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",330703.015
Current Penalty,$0,$0,$0,"$3,000",$0,"$3,000",330703.015
FTA Penalty,$0,$0,$0,$0,$0,$0,330703.015
Initial Violations,1,,,3,,4,316338011.0
Current Violations,1,,,3,,4,316338011.0
Initial Penalty,"$1,625",$0,$0,$0,$0,"$1,625",316338011.0
Current Penalty,"$1,625",$0,$0,$0,$0,"$1,625",316338011.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316338011.0
Initial Violations,1,,,,,1,316067958.0
Current Violations,1,,,,,1,316067958.0
Initial Penalty,$750,$0,$0,$0,$0,$750,316067958.0
Current Penalty,$480,$0,$0,$0,$0,$480,316067958.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316067958.0
Initial Violations,,,,2,,2,315316901.0
Current Violations,,,,2,,2,315316901.0
Initial Penalty,$0,$0,$0,$935,$0,$935,315316901.0
Current Penalty,$0,$0,$0,$935,$0,$935,315316901.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315316901.0
Initial Violations,3,,,4,,7,312062946.0
Current Violations,3,,,4,,7,312062946.0
Initial Penalty,"$3,850",$0,$0,$0,$0,"$3,850",312062946.0
Current Penalty,"$3,850",$0,$0,$0,$0,"$3,850",312062946.0
FTA Penalty,$0,$0,$0,$0,$0,$0,312062946.0
Initial Violations,,,,1,,1,316110717.0
Current Violations,,,,1,,1,316110717.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316110717.0
Current Penalty,$0,$0,$0,$0,$0,$0,316110717.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316110717.0
Initial Violations,,,1,1,,2,315751826.0
Current Violations,,,,1,,1,315751826.0
Initial Penalty,$0,$0,"$22,000",$0,$0,"$22,000",315751826.0
Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",315751826.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315751826.0
Initial Violations,3,,,,,3,315541631.0
Current Violations,3,,,,,3,315541631.0
Initial Penalty,"$6,501",$0,$0,$0,$0,"$6,501",315541631.0
Current Penalty,"$3,034",$0,$0,$0,$0,"$3,034",315541631.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315541631.0
Initial Violations,1,,2,,,3,315751537.0
Current Violations,1,,,1,,2,315751537.0
Initial Penalty,"$4,400",$0,"$26,200",$0,$0,"$30,600",315751537.0
Current Penalty,"$3,300",$0,$0,"$5,000",$0,"$8,300",315751537.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315751537.0
Initial Violations,,,,2,,2,314570243.0
Current Violations,,,,2,,2,314570243.0
Initial Penalty,$0,$0,$0,$560,$0,$560,314570243.0
Current Penalty,$0,$0,$0,$560,$0,$560,314570243.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314570243.0
Initial Violations,,,,1,,1,312057896.0
Current Violations,,,,1,,1,312057896.0
Initial Penalty,$0,$0,$0,$600,$0,$600,312057896.0
Current Penalty,$0,$0,$0,$600,$0,$600,312057896.0
FTA Penalty,$0,$0,$0,$0,$0,$0,312057896.0
Initial Violations,1,,,2,,3,315827824.0
Current Violations,1,,,2,,3,315827824.0
Initial Penalty,"$1,365",$0,$0,$650,$0,"$2,015",315827824.0
Current Penalty,$956,$0,$0,$455,$0,"$1,411",315827824.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315827824.0
Initial Violations,1,,1,,,2,314727058.0
Current Violations,1,,,,,1,314727058.0
Initial Penalty,"$7,000",$0,"$15,000",$0,$0,"$22,000",314727058.0
Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",314727058.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314727058.0
Initial Violations,,,,1,,1,312054901.0
Current Violations,,,,1,,1,312054901.0
Initial Penalty,$0,$0,$0,$0,$0,$0,312054901.0
Current Penalty,$0,$0,$0,$0,$0,$0,312054901.0
FTA Penalty,$0,$0,$0,$0,$0,$0,312054901.0
Initial Violations,1,,,1,,2,315817122.0
Current Violations,,,,1,,1,315817122.0
Initial Penalty,"$2,700",$0,$0,"$4,500",$0,"$7,200",315817122.0
Current Penalty,$0,$0,$0,"$2,700",$0,"$2,700",315817122.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315817122.0
Initial Violations,,,,2,,2,316065879.0
Current Violations,,,,2,,2,316065879.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316065879.0
Current Penalty,$0,$0,$0,$0,$0,$0,316065879.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316065879.0
Initial Violations,1,,,,,1,315918748.0
Current Violations,1,,,,,1,315918748.0
