Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Initial Violations,,,,3,,3,317784635.0
Current Violations,,,,3,,3,317784635.0
Initial Penalty,$0,$0,$0,$470,$0,$470,317784635.0
Current Penalty,$0,$0,$0,$470,$0,$470,317784635.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317784635.0
Initial Violations,,,,1,,1,317627727.0
Current Violations,,,,1,,1,317627727.0
Initial Penalty,$0,$0,$0,$0,$0,$0,317627727.0
Current Penalty,$0,$0,$0,$0,$0,$0,317627727.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317627727.0
Initial Violations,,1,1,,,2,983776.015
Current Violations,,,2,,,2,983776.015
Initial Penalty,$0,"$70,000","$33,000",$0,$0,"$103,000",983776.015
Current Penalty,$0,$0,"$46,800",$0,$0,"$46,800",983776.015
FTA Penalty,$0,$0,$0,$0,$0,$0,983776.015
Initial Violations,,,,3,,3,317250777.0
Current Violations,,,,3,,3,317250777.0
Initial Penalty,$0,$0,$0,"$1,400",$0,"$1,400",317250777.0
Current Penalty,$0,$0,$0,"$1,400",$0,"$1,400",317250777.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317250777.0
Initial Violations,,2,4,,,6,967705.015
Current Violations,,1,5,,,6,967705.015
Initial Penalty,$0,"$130,500","$132,000",$0,$0,"$262,500",967705.015
Current Penalty,$0,"$37,800","$101,480",$0,$0,"$139,280",967705.015
FTA Penalty,$0,$0,$0,$0,$0,$0,967705.015
Initial Violations,1,,,,,1,317625127.0
Current Violations,1,,,,,1,317625127.0
Initial Penalty,$270,$0,$0,$0,$0,$270,317625127.0
Current Penalty,$270,$0,$0,$0,$0,$270,317625127.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317625127.0
Initial Violations,1,,,,,1,966521.015
Current Violations,1,,,,,1,966521.015
Initial Penalty,"$3,825",$0,$0,$0,$0,"$3,825",966521.015
Current Penalty,"$2,678",$0,$0,$0,$0,"$2,678",966521.015
FTA Penalty,$0,$0,$0,$0,$0,$0,966521.015
Initial Violations,,,,1,,1,958230.015
Current Violations,,,,1,,1,958230.015
Initial Penalty,$0,$0,$0,$0,$0,$0,958230.015
Current Penalty,$0,$0,$0,$0,$0,$0,958230.015
FTA Penalty,$0,$0,$0,$0,$0,$0,958230.015
Initial Violations,,,,1,,1,316647635.0
Current Violations,,,,1,,1,316647635.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316647635.0
Current Penalty,$0,$0,$0,$0,$0,$0,316647635.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316647635.0
Initial Violations,,,,2,,2,316961283.0
Current Violations,,,,2,,2,316961283.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316961283.0
Current Penalty,$0,$0,$0,$0,$0,$0,316961283.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316961283.0
Initial Violations,1,3,,,,4,954526.015
Current Violations,1,,3,,,4,954526.015
Initial Penalty,"$3,300","$174,500",$0,$0,$0,"$177,800",954526.015
Current Penalty,"$1,871",$0,"$98,919",$0,$0,"$100,790",954526.015
FTA Penalty,$0,$0,$0,$0,$0,$0,954526.015
Initial Violations,,,3,5,,8,316214584.0
Current Violations,,,3,5,,8,316214584.0
Initial Penalty,$0,$0,"$13,000","$3,460",$0,"$16,460",316214584.0
Current Penalty,$0,$0,"$3,000","$3,090",$0,"$6,090",316214584.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316214584.0
Initial Violations,1,,,1,,2,316798263.0
Current Violations,1,,,1,,2,316798263.0
Initial Penalty,$210,$0,$0,$0,$0,$210,316798263.0
Current Penalty,$210,$0,$0,$0,$0,$210,316798263.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316798263.0
Initial Violations,,3,1,,,4,951864.015
Current Violations,,1,3,,,4,951864.015
Initial Penalty,$0,"$184,000","$33,000",$0,$0,"$217,000",951864.015
Current Penalty,$0,"$70,000","$48,610",$0,$0,"$118,610",951864.015
FTA Penalty,$0,$0,$0,$0,$0,$0,951864.015
Initial Violations,,,1,,,1,317408391.0
Current Violations,,,1,,,1,317408391.0
Initial Penalty,$0,$0,"$6,000",$0,$0,"$6,000",317408391.0
Current Penalty,$0,$0,"$6,000",$0,$0,"$6,000",317408391.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317408391.0
Initial Violations,4,,,,,4,951336.015
Current Violations,4,,,,,4,951336.015
Initial Penalty,"$16,000",$0,$0,$0,$0,"$16,000",951336.015
Current Penalty,"$16,000",$0,$0,$0,$0,"$16,000",951336.015
FTA Penalty,$0,$0,$0,$0,$0,$0,951336.015
Initial Violations,1,,,2,,3,316214436.0
Current Violations,1,,,2,,3,316214436.0
Initial Penalty,"$20,250",$0,$0,"$1,125",$0,"$21,375",316214436.0
Current Penalty,"$6,750",$0,$0,$0,$0,"$6,750",316214436.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316214436.0
Initial Violations,,,,2,,2,317275253.0
Current Violations,,,,2,,2,317275253.0
Initial Penalty,$0,$0,$0,$900,$0,$900,317275253.0
Current Penalty,$0,$0,$0,$900,$0,$900,317275253.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317275253.0
Initial Violations,1,2,,,,3,943537.015
Current Violations,1,1,1,,,3,943537.015
Initial Penalty,"$3,000","$140,000",$0,$0,$0,"$143,000",943537.015
Current Penalty,"$1,980","$50,000","$33,000",$0,$0,"$84,980",943537.015
FTA Penalty,$0,$0,$0,$0,$0,$0,943537.015
Initial Violations,3,,,,,3,317293298.0
Current Violations,3,,,,,3,317293298.0
Initial Penalty,"$8,800",$0,$0,$0,$0,"$8,800",317293298.0
Current Penalty,"$8,800",$0,$0,$0,$0,"$8,800",317293298.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317293298.0
Initial Violations,,,,3,,3,316700822.0
Current Violations,,,,3,,3,316700822.0
Initial Penalty,$0,$0,$0,"$4,050",$0,"$4,050",316700822.0
Current Penalty,$0,$0,$0,"$4,050",$0,"$4,050",316700822.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316700822.0
Initial Violations,1,,,,,1,317072528.0
Current Violations,1,,,,,1,317072528.0
Initial Penalty,$270,$0,$0,$0,$0,$270,317072528.0
Current Penalty,$270,$0,$0,$0,$0,$270,317072528.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317072528.0
Initial Violations,,,,2,,2,317071488.0
Current Violations,,,,2,,2,317071488.0
Initial Penalty,$0,$0,$0,$0,$0,$0,317071488.0
Current Penalty,$0,$0,$0,$0,$0,$0,317071488.0
FTA Penalty,$0,$0,$0,$0,$0,$0,317071488.0
Initial Violations,1,,,,,1,920433.015
Current Violations,1,,,,,1,920433.015
Initial Penalty,"$2,805",$0,$0,$0,$0,"$2,805",920433.015
Current Penalty,"$2,805",$0,$0,$0,$0,"$2,805",920433.015
FTA Penalty,$0,$0,$0,$0,$0,$0,920433.015
Initial Violations,,,,2,,2,316785039.0
Current Violations,,,,2,,2,316785039.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316785039.0
Current Penalty,$0,$0,$0,$0,$0,$0,316785039.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316785039.0
Initial Violations,,,,2,,2,316640309.0
Current Violations,,,,2,,2,316640309.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316640309.0
Current Penalty,$0,$0,$0,$0,$0,$0,316640309.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316640309.0
Initial Violations,,,,3,,3,316212414.0
Current Violations,,,,3,,3,316212414.0
Initial Penalty,$0,$0,$0,"$2,250",$0,"$2,250",316212414.0
Current Penalty,$0,$0,$0,"$2,250",$0,"$2,250",316212414.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316212414.0
Initial Violations,,,1,,,1,316803030.0
Current Violations,,,1,,,1,316803030.0
Initial Penalty,$0,$0,"$5,000",$0,$0,"$5,000",316803030.0
Current Penalty,$0,$0,"$5,000",$0,$0,"$5,000",316803030.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316803030.0
Initial Violations,1,,,1,,2,316698000.0
Current Violations,1,,,1,,2,316698000.0
Initial Penalty,"$2,025",$0,$0,$110,$0,"$2,135",316698000.0
Current Penalty,"$2,025",$0,$0,$110,$0,"$2,135",316698000.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316698000.0
Initial Violations,,3,1,,,4,316867423.0
Current Violations,,1,1,,,2,316867423.0
Initial Penalty,$0,"$210,000",$550,$0,$0,"$210,550",316867423.0
Current Penalty,$0,"$42,000",$330,$0,$0,"$42,330",316867423.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316867423.0
Initial Violations,,,,2,,2,316709922.0
Current Violations,,,,2,,2,316709922.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316709922.0
Current Penalty,$0,$0,$0,$0,$0,$0,316709922.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316709922.0
Initial Violations,,,,3,,3,316456029.0
Current Violations,,,,3,,3,316456029.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316456029.0
Current Penalty,$0,$0,$0,$0,$0,$0,316456029.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316456029.0
Initial Violations,1,,1,,,2,600998.015
Current Violations,1,,1,,,2,600998.015
Initial Penalty,"$6,600",$0,"$16,500",$0,$0,"$23,100",600998.015
Current Penalty,"$3,960",$0,"$9,900",$0,$0,"$13,860",600998.015
FTA Penalty,$0,$0,$0,$0,$0,$0,600998.015
Initial Violations,,,,1,,1,316590967.0
Current Violations,,,,1,,1,316590967.0
Initial Penalty,$0,$0,$0,$650,$0,$650,316590967.0
Current Penalty,$0,$0,$0,$325,$0,$325,316590967.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316590967.0
Initial Violations,,,,1,,1,315667832.0
Current Violations,,,,1,,1,315667832.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315667832.0
Current Penalty,$0,$0,$0,$0,$0,$0,315667832.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315667832.0
Initial Violations,,,,3,,3,316509975.0
Current Violations,,,,3,,3,316509975.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316509975.0
Current Penalty,$0,$0,$0,$0,$0,$0,316509975.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316509975.0
Initial Violations,,,,2,,2,316234004.0
Current Violations,,,,2,,2,316234004.0
Initial Penalty,$0,$0,$0,$0,$0,$0,316234004.0
Current Penalty,$0,$0,$0,$0,$0,$0,316234004.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316234004.0
Initial Violations,,,,3,,3,315936179.0
Current Violations,,,,3,,3,315936179.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315936179.0
Current Penalty,$0,$0,$0,$0,$0,$0,315936179.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315936179.0
Initial Violations,,,,2,,2,315936088.0
Current Violations,,,,2,,2,315936088.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315936088.0
Current Penalty,$0,$0,$0,$0,$0,$0,315936088.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315936088.0
Initial Violations,,,,2,,2,315665463.0
Current Violations,,,,2,,2,315665463.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315665463.0
Current Penalty,$0,$0,$0,$0,$0,$0,315665463.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315665463.0
Initial Violations,1,,,1,,2,315949743.0
Current Violations,1,,,1,,2,315949743.0
Initial Penalty,$195,$0,$0,$0,$0,$195,315949743.0
Current Penalty,$195,$0,$0,$0,$0,$195,315949743.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315949743.0
Initial Violations,,,,1,,1,315579524.0
Current Violations,,,,1,,1,315579524.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315579524.0
Current Penalty,$0,$0,$0,$0,$0,$0,315579524.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315579524.0
Initial Violations,,,1,,,1,316068212.0
Current Violations,,,1,,,1,316068212.0
Initial Penalty,$0,$0,"$5,000",$0,$0,"$5,000",316068212.0
Current Penalty,$0,$0,"$5,000",$0,$0,"$5,000",316068212.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316068212.0
Initial Violations,2,,,4,,6,316177625.0
Current Violations,2,,,4,,6,316177625.0
Initial Penalty,"$4,000",$0,$0,$800,$0,"$4,800",316177625.0
Current Penalty,"$4,000",$0,$0,$800,$0,"$4,800",316177625.0
FTA Penalty,$0,$0,$0,$0,$0,$0,316177625.0
Initial Violations,,,2,,,2,315793539.0
Current Violations,,,2,,,2,315793539.0
Initial Penalty,$0,$0,"$121,000",$0,$0,"$121,000",315793539.0
Current Penalty,$0,$0,"$73,000",$0,$0,"$73,000",315793539.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315793539.0
Initial Violations,1,,,,,1,109180562.0
Current Violations,1,,,,,1,109180562.0
Initial Penalty,"$5,000",$0,$0,$0,$0,"$5,000",109180562.0
Current Penalty,"$5,000",$0,$0,$0,$0,"$5,000",109180562.0
FTA Penalty,$0,$0,$0,$0,$0,$0,109180562.0
Initial Violations,,,,1,,1,313513855.0
Current Violations,,,,1,,1,313513855.0
Initial Penalty,$0,$0,$0,$185,$0,$185,313513855.0
Current Penalty,$0,$0,$0,$185,$0,$185,313513855.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313513855.0
Initial Violations,1,,1,1,,3,315968883.0
Current Violations,1,,1,1,,3,315968883.0
Initial Penalty,"$3,000",$0,"$1,000",$0,$0,"$4,000",315968883.0
Current Penalty,"$3,000",$0,"$1,000",$0,$0,"$4,000",315968883.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315968883.0
Initial Violations,,,,2,,2,315677583.0
Current Violations,,,,2,,2,315677583.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315677583.0
Current Penalty,$0,$0,$0,$0,$0,$0,315677583.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315677583.0
Initial Violations,4,,,2,,6,92089.015
Current Violations,4,,,2,,6,92089.015
Initial Penalty,"$18,000",$0,$0,$0,$0,"$18,000",92089.015
Current Penalty,"$18,000",$0,$0,$0,$0,"$18,000",92089.015
FTA Penalty,$0,$0,$0,$0,$0,$0,92089.015
Initial Violations,1,,,,,1,314094335.0
Current Violations,1,,,,,1,314094335.0
Initial Penalty,"$4,250",$0,$0,$0,$0,"$4,250",314094335.0
Current Penalty,"$3,187",$0,$0,$0,$0,"$3,187",314094335.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314094335.0
Initial Violations,,,1,,,1,315439166.0
Current Violations,,,1,,,1,315439166.0
Initial Penalty,$0,$0,"$25,000",$0,$0,"$25,000",315439166.0
Current Penalty,$0,$0,"$20,000",$0,$0,"$20,000",315439166.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315439166.0
Initial Violations,,,,6,,6,315068940.0
Current Violations,,,,6,,6,315068940.0
Initial Penalty,$0,$0,$0,"$1,205",$0,"$1,205",315068940.0
Current Penalty,$0,$0,$0,"$1,205",$0,"$1,205",315068940.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315068940.0
Initial Violations,1,,,,,1,315282806.0
Current Violations,1,,,,,1,315282806.0
Initial Penalty,"$2,550",$0,$0,$0,$0,"$2,550",315282806.0
Current Penalty,"$1,785",$0,$0,$0,$0,"$1,785",315282806.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315282806.0
Initial Violations,,,,1,,1,315335927.0
Current Violations,,,,1,,1,315335927.0
Initial Penalty,$0,$0,$0,$0,$0,$0,315335927.0
Current Penalty,$0,$0,$0,$0,$0,$0,315335927.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315335927.0
Initial Violations,1,,,8,,9,315420810.0
Current Violations,1,,,8,,9,315420810.0
Initial Penalty,$195,$0,$0,$0,$0,$195,315420810.0
Current Penalty,$195,$0,$0,$0,$0,$195,315420810.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315420810.0
Initial Violations,3,1,,2,,6,314582149.0
Current Violations,3,1,,2,,6,314582149.0
Initial Penalty,"$15,400","$50,000",$0,$0,$0,"$65,400",314582149.0
Current Penalty,"$6,000","$14,400",$0,$0,$0,"$20,400",314582149.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314582149.0
Initial Violations,,,1,1,,2,314875535.0
Current Violations,,,1,1,,2,314875535.0
Initial Penalty,$0,$0,$160,$0,$0,$160,314875535.0
Current Penalty,$0,$0,$160,$0,$0,$160,314875535.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314875535.0
Initial Violations,1,,1,,,2,315097675.0
Current Violations,1,,1,,,2,315097675.0
Initial Penalty,"$7,000",$0,"$35,000",$0,$0,"$42,000",315097675.0
Current Penalty,"$4,900",$0,"$28,000",$0,$0,"$32,900",315097675.0
FTA Penalty,$0,$0,$0,$0,$0,$0,315097675.0
Initial Violations,,,,2,,2,314534702.0
Current Violations,,,,2,,2,314534702.0
Initial Penalty,$0,$0,$0,$560,$0,$560,314534702.0
Current Penalty,$0,$0,$0,$560,$0,$560,314534702.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314534702.0
Initial Violations,,,,3,,3,314872425.0
Current Violations,,,,3,,3,314872425.0
Initial Penalty,$0,$0,$0,$0,$0,$0,314872425.0
Current Penalty,$0,$0,$0,$0,$0,$0,314872425.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314872425.0
Initial Violations,,,,4,,4,125472266.0
Current Violations,,,,4,,4,125472266.0
Initial Penalty,$0,$0,$0,"$1,370",$0,"$1,370",125472266.0
Current Penalty,$0,$0,$0,"$1,370",$0,"$1,370",125472266.0
FTA Penalty,$0,$0,$0,$0,$0,$0,125472266.0
Initial Violations,1,,1,,,2,314913682.0
Current Violations,1,,1,,,2,314913682.0
Initial Penalty,"$5,000",$0,"$40,000",$0,$0,"$45,000",314913682.0
Current Penalty,"$2,500",$0,"$20,000",$0,$0,"$22,500",314913682.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314913682.0
Initial Violations,1,,,,,1,314611773.0
Current Violations,1,,,,,1,314611773.0
Initial Penalty,$300,$0,$0,$0,$0,$300,314611773.0
Current Penalty,$300,$0,$0,$0,$0,$300,314611773.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314611773.0
Initial Violations,,,,1,,1,314579442.0
Current Violations,,,,1,,1,314579442.0
Initial Penalty,$0,$0,$0,$0,$0,$0,314579442.0
Current Penalty,$0,$0,$0,$0,$0,$0,314579442.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314579442.0
Initial Violations,,,,4,,4,314822156.0
Current Violations,,,,3,,3,314822156.0
Initial Penalty,$0,$0,$0,"$3,320",$0,"$3,320",314822156.0
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",314822156.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314822156.0
Initial Violations,2,,2,3,,7,314702051.0
Current Violations,2,,2,3,,7,314702051.0
Initial Penalty,"$3,825",$0,"$27,500",$0,$0,"$31,325",314702051.0
Current Penalty,"$2,678",$0,"$22,000",$0,$0,"$24,678",314702051.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314702051.0
Initial Violations,2,,2,1,,5,313981607.0
Current Violations,2,,2,1,,5,313981607.0
Initial Penalty,"$6,000",$0,"$50,000",$0,$0,"$56,000",313981607.0
Current Penalty,"$4,800",$0,"$40,000",$0,$0,"$44,800",313981607.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313981607.0
Initial Violations,2,,,1,,3,314434861.0
Current Violations,2,,,1,,3,314434861.0
Initial Penalty,$560,$0,$0,$0,$0,$560,314434861.0
Current Penalty,$560,$0,$0,$0,$0,$560,314434861.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314434861.0
Initial Violations,1,,,,,1,313779365.0
Current Violations,1,,,,,1,313779365.0
Initial Penalty,$105,$0,$0,$0,$0,$105,313779365.0
Current Penalty,$105,$0,$0,$0,$0,$105,313779365.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313779365.0
Initial Violations,2,,2,,,4,312864333.0
Current Violations,2,,2,,,4,312864333.0
Initial Penalty,"$3,000",$0,"$30,000",$0,$0,"$33,000",312864333.0
Current Penalty,"$1,800",$0,"$18,000",$0,$0,"$19,800",312864333.0
FTA Penalty,$0,$0,$0,$0,$0,$0,312864333.0
Initial Violations,1,,2,,,3,314238429.0
Current Violations,1,,2,,,3,314238429.0
Initial Penalty,"$1,275",$0,"$17,500",$0,$0,"$18,775",314238429.0
Current Penalty,$765,$0,"$10,500",$0,$0,"$11,265",314238429.0
FTA Penalty,$0,$0,$0,$0,$0,$0,314238429.0
Initial Violations,,,,3,,3,313549198.0
Current Violations,,,,3,,3,313549198.0
Initial Penalty,$0,$0,$0,$200,$0,$200,313549198.0
Current Penalty,$0,$0,$0,$200,$0,$200,313549198.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313549198.0
Initial Violations,1,,,,,1,311484224.0
Current Violations,1,,,,,1,311484224.0
Initial Penalty,"$1,275",$0,$0,$0,$0,"$1,275",311484224.0
Current Penalty,"$1,275",$0,$0,$0,$0,"$1,275",311484224.0
FTA Penalty,$0,$0,$0,$0,$0,$0,311484224.0
Initial Violations,,,,1,,1,311483531.0
Current Violations,,,,1,,1,311483531.0
Initial Penalty,$0,$0,$0,$0,$0,$0,311483531.0
Current Penalty,$0,$0,$0,$0,$0,$0,311483531.0
FTA Penalty,$0,$0,$0,$0,$0,$0,311483531.0
Initial Violations,1,,,,,1,313407611.0
Current Violations,1,,,,,1,313407611.0
Initial Penalty,"$4,500",$0,$0,$0,$0,"$4,500",313407611.0
Current Penalty,"$2,250",$0,$0,$0,$0,"$2,250",313407611.0
FTA Penalty,$0,$0,$0,$0,$0,$0,313407611.0
Initial Violations,,,1,,,1,1609892.015
Current Violations,,,1,,,1,1609892.015
Initial Penalty,$0,$0,"$6,000",$0,$0,"$6,000",1609892.015
Current Penalty,$0,$0,"$6,000",$0,$0,"$6,000",1609892.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1609892.015
Initial Violations,,,1,1,,2,1604260.015
Current Violations,,,1,1,,2,1604260.015
Initial Penalty,$0,$0,"$68,365",$0,$0,"$68,365",1604260.015
Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1604260.015
Initial Violations,4,,,,,4,1601146.015
Current Violations,4,,,,,4,1601146.015
Initial Penalty,"$35,221",$0,$0,$0,$0,"$35,221",1601146.015
Current Penalty,"$24,655",$0,$0,$0,$0,"$24,655",1601146.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1601146.015
Initial Violations,,,,1,,1,1600514.015
Current Violations,,,,1,,1,1600514.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1600514.015
Current Penalty,$0,$0,$0,$0,$0,$0,1600514.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1600514.015
Initial Violations,,,4,,,4,1597674.015
Current Violations,,,4,,,4,1597674.015
Initial Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1597674.015
Initial Violations,1,,,1,,2,1591909.015
Current Violations,1,,,1,,2,1591909.015
Initial Penalty,"$2,700",$0,$0,$900,$0,"$3,600",1591909.015
Current Penalty,"$2,700",$0,$0,$900,$0,"$3,600",1591909.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1591909.015
Initial Violations,,,,1,,1,1588141.015
Current Violations,,,,1,,1,1588141.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1588141.015
Current Penalty,$0,$0,$0,$0,$0,$0,1588141.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1588141.015
Initial Violations,2,,,2,,4,1587310.015
Current Violations,2,,,2,,4,1587310.015
Initial Penalty,"$5,600",$0,$0,$800,$0,"$6,400",1587310.015
Current Penalty,"$5,600",$0,$0,$800,$0,"$6,400",1587310.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1587310.015
Initial Violations,,,,7,,7,1584434.015
Current Violations,,,,7,,7,1584434.015
Initial Penalty,$0,$0,$0,$700,$0,$700,1584434.015
Current Penalty,$0,$0,$0,$700,$0,$700,1584434.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1584434.015
Initial Violations,,,1,,,1,1583803.015
Current Violations,,,1,,,1,1583803.015
Initial Penalty,$0,$0,"$3,000",$0,$0,"$3,000",1583803.015
Current Penalty,$0,$0,"$3,000",$0,$0,"$3,000",1583803.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1583803.015
Initial Violations,1,,,2,,3,1583176.015
Current Violations,1,,,2,,3,1583176.015
Initial Penalty,"$4,460",$0,$0,$975,$0,"$5,435",1583176.015
Current Penalty,"$3,122",$0,$0,$683,$0,"$3,805",1583176.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1583176.015
Initial Violations,1,,4,,,5,1581314.015
Current Violations,,,3,,,3,1581314.015
Initial Penalty,"$6,215",$0,"$134,675",$0,$0,"$140,890",1581314.015
Current Penalty,$0,$0,"$65,268",$0,$0,"$65,268",1581314.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1581314.015
Initial Violations,,,,1,,1,1578556.015
Current Violations,,,,1,,1,1578556.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1578556.015
Current Penalty,$0,$0,$0,$0,$0,$0,1578556.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1578556.015
Initial Violations,1,3,1,,,5,1577434.015
Current Violations,1,3,1,,,5,1577434.015
Initial Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
Current Penalty,"$6,837","$426,790","$113,960",$0,$0,"$547,587",1577434.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1577434.015
Initial Violations,1,,,2,,3,1576941.015
Current Violations,1,,,2,,3,1576941.015
Initial Penalty,"$4,000",$0,$0,"$1,200",$0,"$5,200",1576941.015
Current Penalty,"$4,000",$0,$0,"$1,200",$0,"$5,200",1576941.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1576941.015
Initial Violations,,4,1,,,5,1575351.015
Current Violations,,4,1,,,5,1575351.015
Initial Penalty,$0,"$571,817","$113,960",$0,$0,"$685,777",1575351.015
Current Penalty,$0,"$571,817","$113,960",$0,$0,"$685,777",1575351.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1575351.015
Initial Violations,1,,,,,1,1573203.015
Current Violations,,,,1,,1,1573203.015
Initial Penalty,"$9,687",$0,$0,$0,$0,"$9,687",1573203.015
Current Penalty,$0,$0,$0,"$9,687",$0,"$9,687",1573203.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1573203.015
Initial Violations,,1,2,1,,4,1569391.015
Current Violations,,,3,1,,4,1569391.015
Initial Penalty,$0,"$136,736","$182,314","$11,396",$0,"$330,446",1569391.015
Current Penalty,$0,$0,"$319,050","$11,396",$0,"$330,446",1569391.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1569391.015
Initial Violations,1,,,,,1,1566565.015
Current Violations,,,,1,,1,1566565.015
Initial Penalty,"$5,471",$0,$0,$0,$0,"$5,471",1566565.015
Current Penalty,$0,$0,$0,"$5,471",$0,"$5,471",1566565.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1566565.015
Initial Violations,,,1,,,1,1560200.015
Current Violations,,,,1,,1,1560200.015
Initial Penalty,$0,$0,"$4,558",$0,$0,"$4,558",1560200.015
Current Penalty,$0,$0,$0,"$4,558",$0,"$4,558",1560200.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1560200.015
Initial Violations,2,,,,,2,1551093.015
Current Violations,2,,,,,2,1551093.015
Initial Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1551093.015
